fips,county,state,state_code,male,female,median_age,population,female_percentage,lat,long,life_expectancy,mortality_risk,all_poverty,median_hh_income,sq_miles,pct_impoverished,pop_density
21009,Barren County,Kentucky,KY,21165,22515,40.3,43680,51.54532967032966,36.965585922820175,-85.9336621612554,76.32893577,57.76497835,9397.0,40274.0,487.54,0.2151327838827839,89.59264880830291
21017,Bourbon County,Kentucky,KY,9670,10474,42.1,20144,51.99563145353454,38.20673452494953,-84.21715057392247,76.95333227,54.35891181,3466.0,46231.0,289.72,0.17206115965051627,69.52920060748308
21021,Boyle County,Kentucky,KY,14903,15010,40.3,29913,50.178852004145355,37.62438277360131,-84.8668421538937,77.02275654,56.07042685,4562.0,44834.0,180.17,0.15250894260020728,166.02653049897322
21023,Bracken County,Kentucky,KY,4183,4123,40.7,8306,49.63881531423068,38.68879489397331,-84.09014459480437,75.19422831,60.59216494,1386.0,47182.0,205.61,0.1668673248254274,40.39686785662176
21025,Breathitt County,Kentucky,KY,6577,6539,41.6,13116,49.855138761817635,37.521615669899866,-83.32406324598597,70.22346976,70.34476999,4466.0,26659.0,492.41,0.34050015248551385,26.63633963566946
21027,Breckinridge County,Kentucky,KY,10088,9992,42.9,20080,49.760956175298794,37.7733893799679,-86.42933749903695,76.19643986,58.02376209,3386.0,43053.0,567.17,0.16862549800796814,35.403847171042194
21029,Bullitt County,Kentucky,KY,39627,39839,40.1,79466,50.13339038079179,37.97007363413742,-85.69586025760096,78.55547992,53.18418774,8144.0,63570.0,297.02,0.1024840812422923,267.5442731129217
21035,Calloway County,Kentucky,KY,18818,19958,35.3,38776,51.46998143181349,36.62103516573015,-88.27224810688963,77.41613612,55.8812829,7430.0,39438.0,385.02,0.1916133690942851,100.71165134278739
21039,Carlisle County,Kentucky,KY,2344,2497,42.9,4841,51.58025201404668,36.85320008487635,-88.9709835374767,76.62492406,55.12390351,693.0,45362.0,189.43,0.14315224127246437,25.555614211054213
21045,Casey County,Kentucky,KY,7738,8058,42.9,15796,51.012914661939725,37.32232537008903,-84.92832120159906,75.14456015,59.12660282,4260.0,29417.0,444.23,0.26968852874145355,35.558156810661146
21055,Crittenden County,Kentucky,KY,4593,4490,43.6,9083,49.43300671584278,37.35272341005486,-88.09719712944563,75.13826429,61.5614647,1660.0,40656.0,359.95,0.18275900033028736,25.234060286150854
21061,Edmonson County,Kentucky,KY,6093,6029,43.8,12122,49.73601715888467,37.20879862721897,-86.23842222167913,77.58986359,53.50889802,2668.0,38395.0,302.88,0.22009569377990432,40.02245113576334
21063,Elliott County,Kentucky,KY,4285,3232,41.9,7517,42.995876014367425,38.1179005702399,-83.09761513720926,75.59771761,57.59660804,1998.0,33335.0,234.32,0.26579752560862047,32.080061454421305
21065,Estill County,Kentucky,KY,7104,7209,43.7,14313,50.36679941312094,37.69244422727429,-83.96431121402226,73.22910684,63.68178744,3852.0,33839.0,253.08,0.26912596939844896,56.55523944997629
21069,Fleming County,Kentucky,KY,7146,7333,40.9,14479,50.645762828924646,38.37011818128264,-83.69665601093851,74.47044047,63.00987152,3066.0,38860.0,348.54,0.21175495545272463,41.54186033166925
21079,Garrard County,Kentucky,KY,8475,8853,42.7,17328,51.090720221606645,37.63959984067747,-84.53766513880791,77.56030652,54.64112715,2784.0,46967.0,230.08,0.16066481994459833,75.31293463143254
21083,Graves County,Kentucky,KY,18348,18946,40.3,37294,50.80173754491339,36.72310321811679,-88.65120022075081,76.06652341,57.73525804,7571.0,41705.0,551.74,0.2030085268407787,67.59343168883895
21089,Greenup County,Kentucky,KY,17411,18354,43.4,35765,51.31832797427652,38.545692923388145,-82.92234465358831,75.97939740000001,59.74910889,6131.0,46815.0,344.4,0.17142457710051726,103.8472706155633
21099,Hart County,Kentucky,KY,9166,9461,40.2,18627,50.791861276641434,37.29993003213643,-85.88469125715005,75.48012462,59.92486768,3998.0,36628.0,412.09,0.21463467010253934,45.201290980125705
21113,Jessamine County,Kentucky,KY,25479,26943,37.9,52422,51.396360306741435,37.8720714791172,-84.58095197831827,77.54193937,55.31521744,8014.0,55047.0,172.12,0.1528747472435237,304.56658145479895
21117,Kenton County,Kentucky,KY,81430,83258,37.0,164688,50.554988827358386,38.93339565485879,-84.53331131636233,77.05519881,56.00378305,20493.0,61798.0,160.25,0.12443529583211892,1027.6942277691107
21119,Knott County,Kentucky,KY,7693,7820,42.6,15513,50.4093341068781,37.354047193610526,-82.9541413656237,72.97737044,62.96023822,5659.0,29786.0,351.52,0.3647908206020757,44.13120163859809
21123,Larue County,Kentucky,KY,7027,7129,40.8,14156,50.360271263068675,37.5457934635401,-85.69792829735577,76.68959587,55.50527076,2312.0,44522.0,261.52,0.16332297259112744,54.129703273172225
21125,Laurel County,Kentucky,KY,29412,30768,39.6,60180,51.12662013958126,37.110673620190184,-84.11780203009789,75.48737036,58.97456645,13782.0,38323.0,433.95,0.22901296111665004,138.67957137919115
21131,Leslie County,Kentucky,KY,5067,5405,41.8,10472,51.613827349121465,37.094068619347226,-83.3811275508591,71.16621197,68.78061083,3265.0,28595.0,400.84,0.31178380443086323,26.125137211855105
21133,Letcher County,Kentucky,KY,11087,11589,42.2,22676,51.106897159992954,37.12117501063009,-82.85531290041101,72.35257444,66.75880596,7113.0,29308.0,337.91,0.3136796613159287,67.10662602468112
21145,McCracken County,Kentucky,KY,31193,34091,42.1,65284,52.21953311684333,37.05395743324653,-88.71265236936874,76.41478425,56.19465372,11962.0,42936.0,248.74,0.18323019422829484,262.4587923132588
21147,McCreary County,Kentucky,KY,9613,8022,40.0,17635,45.48908420754182,36.7371206967089,-84.48422152862756,72.85086198,66.12162052,6168.0,25087.0,426.8,0.3497590019846895,41.319119025304595
21153,Magoffin County,Kentucky,KY,6348,6318,42.1,12666,49.88157271435339,37.706468793711466,-83.06491970911979,72.59534808,65.91161855,3993.0,28996.0,308.44,0.3152534343912837,41.06471274802231
21165,Menifee County,Kentucky,KY,3421,2984,46.2,6405,46.58860265417643,37.94138815475975,-83.59886644921973,74.79279752,60.01298387,1513.0,33734.0,203.59,0.23622170179547228,31.460287833390638
21169,Metcalfe County,Kentucky,KY,4923,5081,43.4,10004,50.78968412634946,36.99053101751967,-85.62922747620969,74.68642464,62.21651749,2244.0,33562.0,289.65,0.22431027588964414,34.5382358018298
21177,Muhlenberg County,Kentucky,KY,15286,15795,42.4,31081,50.818828223030145,37.21578974706442,-87.14203054728935,75.03497271,60.41584159,5732.0,42098.0,467.08,0.18442135066439302,66.5432045902201
21187,Owen County,Kentucky,KY,5304,5437,41.2,10741,50.619122986686534,38.51964952626553,-84.82810333892283,76.62087019,56.07795755,1923.0,46358.0,351.1,0.17903360953356298,30.59242381088009
21189,Owsley County,Kentucky,KY,1947,2516,42.5,4463,56.3746358951378,37.419199638938686,-83.68309732468299,70.20681692,70.11568769,1980.0,23115.0,197.41,0.4436477705579207,22.60777062965402
21203,Rockcastle County,Kentucky,KY,8170,8657,42.5,16827,51.447079099066976,37.365058270301425,-84.31600989437104,74.16502689,62.57762544,3991.0,35567.0,316.55,0.2371783443275688,53.15747907123677
21215,Spencer County,Kentucky,KY,9277,8969,41.6,18246,49.15597939274362,38.03252017215665,-85.32782653951507,77.64437530000001,55.23342965,1601.0,71156.0,186.68,0.0877452592349008,97.73944718234411
21221,Trigg County,Kentucky,KY,7077,7267,45.8,14344,50.66229782487451,36.8063586758102,-87.87335278270689,76.28976352,57.3617192,2046.0,37965.0,441.43,0.14263803680981596,32.49439322202841
21223,Trimble County,Kentucky,KY,4238,4399,43.0,8637,50.93203658677782,38.6129971059655,-85.33754103060926,76.31956167,57.57305049,1263.0,51827.0,151.65,0.14623133032302882,56.953511374876356
21235,Whitley County,Kentucky,KY,17668,18421,36.8,36089,51.0432541771731,36.758096820331176,-84.14517967451198,72.58806022,66.21900620000001,10026.0,31985.0,437.83,0.27781318407270916,82.42696937167393
21237,Wolfe County,Kentucky,KY,3596,3627,41.6,7223,50.21459227467812,37.73931922500845,-83.49316615527576,71.14749579,68.75330086,2252.0,28443.0,222.17,0.31178180811297246,32.51114011792772
21239,Woodford County,Kentucky,KY,12564,13533,42.4,26097,51.85653523393493,38.04238650871746,-84.74360193801229,78.17081263,54.16174165,3099.0,58712.0,188.78,0.11874928152661225,138.2402796906452
22001,Acadia Parish,Louisiana,LA,30491,32077,36.2,62568,51.26742104590206,30.290536480532676,-92.41198414558079,74.22621515,60.25128262,14228.0,40218.0,655.12,0.22740058816008182,95.5061668091342
22003,Allen Parish,Louisiana,LA,14638,11023,38.3,25661,42.956237091305866,30.652918535913077,-92.82791859549394,77.13070479999999,53.76468626,4588.0,41584.0,761.85,0.17879272047075329,33.682483428496425
22005,Ascension Parish,Louisiana,LA,59998,61178,35.4,121176,50.48689509473822,30.203544323210544,-90.91130991020077,77.13884190000002,54.88294684,12864.0,74212.0,289.98,0.10615963557140028,417.877094972067
22007,Assumption Parish,Louisiana,LA,11005,11709,40.5,22714,51.54970502773621,29.900782621804474,-91.06258774626066,76.83997482,51.95206082,4761.0,45847.0,338.66,0.20960641014352382,67.07021791767554
22009,Avoyelles Parish,Louisiana,LA,20607,20275,37.9,40882,49.593953329093495,31.076237716704718,-92.00138567599062,74.03109431,60.66496731,9758.0,34997.0,832.43,0.23868695269311677,49.111637014523744
22011,Beauregard Parish,Louisiana,LA,18712,18057,37.6,36769,49.109304033288915,30.648458659038976,-93.34336855242913,75.09076322,60.22899475,5243.0,49436.0,1157.34,0.1425929451440072,31.77026630030933
22013,Bienville Parish,Louisiana,LA,6523,7145,41.6,13668,52.27538776704712,32.34717072866756,-93.05597977046476,73.89678299,60.16464138,3171.0,33887.0,811.27,0.2320017559262511,16.84765860934091
22015,Bossier Parish,Louisiana,LA,62349,63782,35.1,126131,50.56806019138832,32.67892598931742,-93.60504359203878,77.14291074,54.93946193,20555.0,50048.0,840.06,0.16296548826220358,150.1452277218294
22017,Caddo Parish,Louisiana,LA,117828,130533,37.4,248361,52.557768731805716,32.580070916805504,-93.88232880160378,74.89201758,57.33251287,63909.0,38414.0,878.54,0.25732300965127375,282.697429826758
22019,Calcasieu Parish,Louisiana,LA,97603,102579,36.0,200182,51.242868989219815,30.22927163338553,-93.35801271230395,75.13466247,59.51077107,39035.0,47052.0,1063.66,0.194997552227473,188.20111689825694
22021,Caldwell Parish,Louisiana,LA,5277,4719,40.1,9996,47.208883553421366,32.092309888809716,-92.1165589241765,73.0598682,63.1988188,2144.0,35428.0,529.43,0.2144857943177271,18.880682998696713
22023,Cameron Parish,Louisiana,LA,3357,3511,44.5,6868,51.1211415259173,29.875443198703913,-93.19381789502044,78.15403574,50.548948200000005,841.0,52479.0,1284.89,0.1224519510774607,5.345204647868688
22025,Catahoula Parish,Louisiana,LA,5214,4679,38.1,9893,47.29606792681695,31.666179846912602,-91.84706123944595,73.17488553,63.02981899,2485.0,33154.0,708.03,0.25118770848074395,13.972571783681483
22027,Claiborne Parish,Louisiana,LA,9205,6948,42.2,16153,43.01368166903981,32.82263508134525,-92.99575993474207,75.47996577,54.76259984,4593.0,34228.0,754.88,0.2843434656101034,21.398103009749896
22029,Concordia Parish,Louisiana,LA,10210,9811,37.8,20021,49.00354627640977,31.44585575886444,-91.64006957891719,73.93717679,60.78325376,5239.0,32685.0,696.92,0.2616752409969532,28.72783102795156
22031,De Soto Parish,Louisiana,LA,13172,14044,39.7,27216,51.60199882422105,32.05543534929249,-93.73724615963785,74.857786,57.98695604,5669.0,43325.0,875.58,0.2082965902410347,31.08339614883848
22033,East Baton Rouge Parish,Louisiana,LA,212778,231316,33.7,444094,52.08717073412386,30.538251256349,-91.09560315466163,76.3456314,54.82869709,86888.0,50451.0,455.37,0.19565227181632716,975.2377187781365
22035,East Carroll Parish,Louisiana,LA,4373,2852,33.0,7225,39.47404844290657,32.732551454914926,-91.23505403065262,72.17107846,63.66088142,2686.0,25810.0,420.7,0.37176470588235294,17.173758022343712
22037,East Feliciana Parish,Louisiana,LA,10715,8784,43.0,19499,45.04846402379609,30.845105450175826,-91.04552428900487,72.64312372,65.3012799,3459.0,46172.0,453.41,0.1773937124980768,43.005227057188854
22039,Evangeline Parish,Louisiana,LA,17142,16494,35.4,33636,49.03674634320371,30.72894984480572,-92.40590574867468,74.04705043,61.95348714,9463.0,34440.0,662.38,0.2813354738970151,50.780518735469066
22041,Franklin Parish,Louisiana,LA,9981,10341,38.5,20322,50.88573959255979,32.133213691650724,-91.6737718780324,73.62066645,63.02718696,5728.0,31873.0,624.59,0.2818620214545812,32.53654397284618
22043,Grant Parish,Louisiana,LA,12658,9690,38.3,22348,43.359584750313225,31.599697402253494,-92.55950489391508,74.75407361,60.65763002,4160.0,42948.0,643.03,0.18614641131197424,34.75421053450072
22045,Iberia Parish,Louisiana,LA,35508,37183,36.5,72691,51.15213712839278,29.896528709408496,-91.72998354230688,75.44097679,58.27548513,16885.0,41604.0,574.11,0.2322846019452202,126.61510860288098
22047,Iberville Parish,Louisiana,LA,16661,16295,38.3,32956,49.444714164340326,30.258489962809854,-91.34933844106884,74.91877725,57.82248311,6615.0,41679.0,618.63,0.20072217502124043,53.27255386903319
22049,Jackson Parish,Louisiana,LA,8080,7846,40.3,15926,49.26535225417556,32.30205969229333,-92.55778384410247,75.06861479,59.188857299999995,3122.0,41192.0,569.18,0.1960316463644355,27.980603675462948
22051,Jefferson Parish,Louisiana,LA,211175,224125,39.2,435300,51.48747989892029,29.787167802757157,-90.12738938670178,77.28392588,53.06718619,69610.0,49681.0,295.63,0.15991270388237996,1472.4486689442886
22053,Jefferson Davis Parish,Louisiana,LA,15590,15877,37.7,31467,50.45603330473194,30.267702963521565,-92.81412241395238,74.72988577,59.32197454,5933.0,42134.0,651.33,0.18854673149648837,48.31191561881074
22055,Lafayette Parish,Louisiana,LA,117169,122922,34.9,240091,51.198087391863915,30.206744647264657,-92.06387514959995,77.48645628,53.65531793,42781.0,51125.0,268.72,0.1781866042458901,893.4615957130097
22057,Lafourche Parish,Louisiana,LA,48261,49953,37.5,98214,50.86138432402713,29.56623878542536,-90.42577006003224,76.8928287,54.00737292,16447.0,52220.0,1068.21,0.16746085079520232,91.94259555705338
22059,LaSalle Parish,Louisiana,LA,7730,7219,38.0,14949,48.29085557562379,31.67670103818386,-92.16040874819427,74.77309832,61.12419891,2653.0,45169.0,624.68,0.17747006488728342,23.93065249407697
22061,Lincoln Parish,Louisiana,LA,23041,24315,27.8,47356,51.345130500886896,32.60161626031195,-92.66483582632877,77.42859415,52.64148008,12959.0,39158.0,471.74,0.27365064616943996,100.38580574045025
22063,Livingston Parish,Louisiana,LA,67836,70275,36.3,138111,50.882985424767035,30.44014952282762,-90.72789747675579,75.61431487,58.60530273,17396.0,58318.0,648.17,0.12595665805040873,213.07835907246556
22065,Madison Parish,Louisiana,LA,5708,5764,35.1,11472,50.24407252440725,32.36440307134817,-91.24262373016052,71.56934901,65.9886391,4103.0,27306.0,624.44,0.3576534170153417,18.371661008263402
22067,Morehouse Parish,Louisiana,LA,12444,13548,39.6,25992,52.123730378578024,32.820215935135195,-91.8017876305692,72.79559845,63.93610313,7237.0,32269.0,794.93,0.2784318251769775,32.69721862302341
22069,Natchitoches Parish,Louisiana,LA,18622,20341,33.7,38963,52.20593896773862,31.723537805497013,-93.09622461332172,75.60893599,55.57201831,11773.0,32094.0,1252.25,0.30215845802427943,31.114394090636853
22071,Orleans Parish,Louisiana,LA,185377,204271,36.3,389648,52.424495955323785,30.06868620057436,-89.92883166748327,75.79711141,50.36739066,91421.0,38418.0,169.42,0.2346245842401347,2299.8937551646795
22073,Ouachita Parish,Louisiana,LA,74853,81222,35.4,156075,52.04036520903412,32.47832375111299,-92.15486594315172,75.46245701,58.44841286,37014.0,38525.0,610.41,0.23715521383950025,255.6887993315968
22075,Plaquemines Parish,Louisiana,LA,11617,11756,36.2,23373,50.29735164506054,29.440526397785177,-89.60968111554193,76.83720129,53.90443071,3575.0,55950.0,779.91,0.15295426346639285,29.96884255875678
22077,Pointe Coupee Parish,Louisiana,LA,10614,11544,42.9,22158,52.09856485242349,30.709381403559647,-91.60078731441892,75.80769708,55.23058171,4332.0,42545.0,557.35,0.19550500947738966,39.755988158248854
22079,Rapides Parish,Louisiana,LA,63681,67865,37.3,131546,51.59031821568121,31.198629979290303,-92.53318687121849,75.21938383,58.20327512,25575.0,42452.0,1317.96,0.1944186824380825,99.81031290782724
22081,Red River Parish,Louisiana,LA,4067,4551,38.7,8618,52.80807611974936,32.093132954929665,-93.33986542407423,73.98526107,60.05875677,2194.0,33044.0,389.09,0.2545834300301694,22.14911717083451
22083,Richland Parish,Louisiana,LA,9952,10522,38.5,20474,51.392009377747385,32.41780311074509,-91.76347507020307,74.33803,59.81584676,5299.0,33820.0,559.04,0.2588160593924001,36.6234974241557
22085,Sabine Parish,Louisiana,LA,11929,12159,40.9,24088,50.477416140817006,31.56400056386607,-93.55459812197542,75.39914997,55.40522222,4352.0,42700.0,866.66,0.18067087346396546,27.794059954307343
22087,St. Bernard Parish,Louisiana,LA,22402,23292,33.7,45694,50.973869654659254,29.8692554294092,-89.55515320212244,74.30997418,63.13941937,10604.0,39450.0,377.52,0.23206547905633124,121.03729603729604
22089,St. Charles Parish,Louisiana,LA,26121,26603,37.6,52724,50.45709733707609,29.90547792260613,-90.35819453782207,76.81631589,55.49601665,6812.0,64742.0,279.08,0.12920112282831347,188.92073957288233
22091,St. Helena Parish,Louisiana,LA,5039,5372,38.9,10411,51.599270002881575,30.821990180022983,-90.71034058499495,74.72841041,57.45677245,2558.0,35519.0,408.4,0.24570166170396696,25.492164544564154
22093,St. James Parish,Louisiana,LA,10266,11091,39.9,21357,51.93145104649528,30.0263032973775,-90.79633114690304,76.69372078,54.58983298,4038.0,47876.0,241.54,0.18907149880601207,88.42013745135381
22095,St. John the Baptist Parish,Louisiana,LA,21308,22138,36.6,43446,50.95520876490357,30.12646198700875,-90.4708998377762,74.99950341,60.43133144,7959.0,52166.0,213.07,0.18319292915343185,203.90482001220258
22097,St. Landry Parish,Louisiana,LA,40151,43298,36.3,83449,51.885582811058256,30.59884606571961,-92.00586173223284,74.03273107,59.03995553,21994.0,32185.0,923.88,0.26356217570012824,90.32450101744816
22099,St. Martin Parish,Louisiana,LA,26452,27300,37.1,53752,50.78880785831225,30.129089210862354,-91.60830333719817,75.91880997,56.16861131,9830.0,46560.0,737.65,0.18287691620776902,72.86924693282722
22101,St. Mary Parish,Louisiana,LA,25607,26127,39.1,51734,50.502570843159226,29.704657230058714,-91.44315054449581,75.15966051,57.66799319,11371.0,37822.0,555.38,0.2197974252909112,93.15063560084987
22103,St. Tammany Parish,Louisiana,LA,122347,129746,40.1,252093,51.4675139730179,30.410226174857893,-89.95830120045963,77.64035497,54.0557424,24598.0,65861.0,845.55,0.09757510125231561,298.1408550647508
22105,Tangipahoa Parish,Louisiana,LA,63237,67267,35.1,130504,51.5440139765831,30.62662973972356,-90.40567708457527,74.25678067,60.59858844,27350.0,44625.0,791.28,0.20957212039477718,164.92771206147003
22107,Tensas Parish,Louisiana,LA,2296,2370,43.5,4666,50.79297042434634,32.00171084963555,-91.34009970357164,74.35042449,58.24527336,1444.0,26657.0,602.78,0.30947278182597515,7.740800955572515
22109,Terrebonne Parish,Louisiana,LA,55305,57282,35.8,112587,50.87798768952011,29.414774707271718,-90.86634415382021,75.39887477,57.80428923,23521.0,49206.0,1231.82,0.20891399539911357,91.39890568427205
22111,Union Parish,Louisiana,LA,11132,11343,41.7,22475,50.46941045606229,32.83184470092373,-92.37479320480213,75.33188375,58.18923649,4422.0,42166.0,876.99,0.1967519466073415,25.62743018734535
22113,Vermilion Parish,Louisiana,LA,29121,30746,37.4,59867,51.35717507140829,29.846540867136248,-92.32380995608955,76.51898448,54.59425953,11669.0,44048.0,1173.2,0.19491539579401004,51.02881009205591
22115,Vernon Parish,Louisiana,LA,27126,23881,30.1,51007,46.819064050032345,31.108311371340818,-93.18421037121315,75.97911191,59.08417551,7191.0,47172.0,1327.91,0.14098064971474503,38.411488730410944
22117,Washington Parish,Louisiana,LA,22963,23494,39.5,46457,50.57149622231311,30.85332284754569,-90.0404525746615,72.786558,62.74384516,12371.0,34240.0,669.53,0.2662892567320318,69.38748077009245
22119,Webster Parish,Louisiana,LA,19242,20389,40.8,39631,51.44709949282128,32.713469494696554,-93.3349740823823,74.14243355,59.84576505,9276.0,33251.0,593.03,0.23405919608387374,66.82798509350286
22121,West Baton Rouge Parish,Louisiana,LA,12863,12997,36.2,25860,50.25908739365815,30.463412839940005,-91.31273518245304,75.92945784,55.18739247,4231.0,54454.0,192.39,0.16361175560711524,134.41447060658038
22123,West Carroll Parish,Louisiana,LA,5704,5476,39.8,11180,48.980322003577825,32.78849999046148,-91.45676951494279,75.21934596,58.866615599999996,2535.0,35638.0,359.65,0.22674418604651161,31.085777839566248
22125,West Feliciana Parish,Louisiana,LA,9802,5575,40.6,15377,36.255446445990756,30.879803942901578,-91.42000659634706,76.75405213,53.45202766,2372.0,56459.0,403.21,0.15425635689666384,38.136454949034004
22127,Winn Parish,Louisiana,LA,7733,6761,40.8,14494,46.64688836760039,31.944258429111706,-92.63668640558627,74.28029007,60.49396025,3080.0,37600.0,950.09,0.21250172485166274,15.25539685713985
23001,Androscoggin County,Maine,ME,52514,54930,40.7,107444,51.124306615539254,44.165791019348994,-70.20647121027937,78.27719511,53.78064488,13210.0,48494.0,467.93,0.12294776813968207,229.615540786015
23003,Aroostook County,Maine,ME,33745,34524,47.6,68269,50.57053713984386,46.65891616085865,-68.59890428205432,78.70868935,52.46499889,10804.0,39746.0,6671.33,0.158256309598793,10.233191882278346
23011,Kennebec County,Maine,ME,59159,62386,44.3,121545,51.327491875437076,44.40911176793328,-69.76733332179856,78.52701081,52.86991306,16479.0,51013.0,867.52,0.13557941503146984,140.1062799704906
23017,Oxford County,Maine,ME,28316,29009,46.6,57325,50.604448320976886,44.49987253844617,-70.75660576738426,78.46553288,52.67311167,7565.0,44508.0,2076.84,0.1319668556476232,27.60203000712621
23019,Penobscot County,Maine,ME,75196,76552,42.1,151748,50.44679336795214,45.400631853376204,-68.6494587213623,78.63593405,52.99632415,21460.0,47076.0,3397.36,0.14141866779133827,44.66644688817199
23021,Piscataquis County,Maine,ME,8440,8447,51.0,16887,50.02072600225025,45.837342304751566,-69.28459370250074,78.02677085,54.47617949,3136.0,35874.0,3960.86,0.18570498016225498,4.2634680347197325
23023,Sagadahoc County,Maine,ME,17228,18049,46.9,35277,51.163647702469035,43.95977198458045,-69.85456646123322,79.98645523,49.90884931,3245.0,59271.0,253.7,0.09198628001247272,139.05005912495074
23027,Waldo County,Maine,ME,19347,20071,46.2,39418,50.9183621695672,44.50275192355732,-69.1454057983281,79.34043273,50.18370494,5514.0,48422.0,729.92,0.13988533157440763,54.00317843051294
24003,Anne Arundel County,Maryland,MD,281176,286520,38.4,567696,50.470674445477854,39.00646279521253,-76.60506838121917,79.15835289,51.51409273,38816.0,95297.0,414.9,0.06837462303768214,1368.2718727404194
24005,Baltimore County,Maryland,MD,392421,435204,39.3,827625,52.58468509288629,39.462711425826384,-76.63929187944449,79.51910811,48.06745654,72978.0,72305.0,598.3,0.08817761667421839,1383.294333946181
24009,Calvert County,Maryland,MD,45307,45775,40.8,91082,50.25691135460354,38.54336128225929,-76.56867913014331,79.24644505,50.46618795,5282.0,97188.0,213.15,0.057991699787005115,427.3140980530143
24015,Cecil County,Maryland,MD,51149,51368,40.4,102517,50.106811553205816,39.57124103764159,-75.94073959021587,77.00725061,56.66554154,10099.0,70504.0,346.27,0.09851049094296556,296.0608773500448
24017,Charles County,Maryland,MD,76071,81600,38.3,157671,51.75333447495101,38.50729459505157,-76.99216185240928,78.62975156,52.40550632,11536.0,93947.0,457.75,0.07316500814988172,344.4478427089022
24023,Garrett County,Maryland,MD,14561,14815,45.6,29376,50.432325708061,39.528886014224454,-79.27293893642445,78.86479284,50.30156728,3692.0,46710.0,647.1,0.12568082788671023,45.39638386648122
24025,Harford County,Maryland,MD,122763,128262,40.8,251025,51.09530923214819,39.56109150112221,-76.317056494158,79.53668794,50.76357,17769.0,83595.0,437.09,0.07078577830893337,574.3096387471688
24033,Prince George's County,Maryland,MD,436446,469756,36.8,906202,51.8378904482665,38.8295270687039,-76.84727989038235,81.48351335,41.67823662,81629.0,78680.0,482.69,0.09007815034617006,1877.3995732250512
24035,Queen Anne's County,Maryland,MD,24426,24929,44.3,49355,50.50957349812583,39.06801418233741,-76.02027633327394,79.83334554,47.87227926,3528.0,79966.0,371.91,0.07148211933947929,132.70683767578177
